Date,Open,High,Low,Close,Volume
2026-05-22,185.58227523245645,188.67729874046626,184.33404751313842,185.63094040228683,1712223
2026-05-25,185.95348754162498,187.78692710733054,182.51565659632038,186.3409831443228,1009085
2026-05-26,186.95908956235323,187.84777842785493,183.95472210645312,186.22422174006886,1773189
2026-05-27,182.97348496783295,183.36692975584782,182.75942697816535,183.02522562285995,1938929
2026-05-28,188.2667806279562,188.94733386562788,188.17110508423053,188.25282608014385,1273538
2026-05-29,190.0447221774829,190.44359311710608,190.0447221774829,190.2585300093983,1485452
2026-06-01,190.15636211438687,192.2580686158127,189.85509882066174,190.46915445936506,1115189
2026-06-02,189.34246395039807,191.49977007994812,187.10835445851157,189.63612234377823,1184574
2026-06-03,192.58210016420608,195.2870713303386,191.34335670957012,192.64635467167415,1817578
2026-06-04,189.40420145251457,189.96741670325477,187.4628180304541,189.72025309719754,737984
2026-06-05,190.5501121354572,191.3921612493129,189.5969805572352,190.06115914929723,1869226
2026-06-08,188.58674283704414,189.09912764425948,188.22548430859024,188.7448018211581,1704042
2026-06-09,190.97509094265303,192.36140006326335,190.54758842178396,190.93486785776284,909498
2026-06-10,194.1689843194445,197.87216937909352,194.1689843194445,194.45899532986945,569146
2026-06-11,193.74057579175096,194.19307641405538,192.24476731509057,193.42311838942084,1832930
2026-06-12,189.30684452109674,191.1447774413995,188.5226973194586,189.83679861546565,1108953
2026-06-15,196.56645821097035,196.56645821097035,194.89438019527643,195.69408096759338,1659185
2026-06-16,192.73054958848428,192.73054958848428,190.0560692181943,192.04140852070344,1688181
2026-06-17,188.28064850371663,188.89315866975895,185.72219393178494,188.27905628589815,1527949
2026-06-18,184.34225814902763,185.4435876589112,183.36480170214406,184.29571598202742,1359184
2026-06-19,183.65556284787857,184.9155588691635,181.27646298641181,183.1149464941762,1840184
2026-06-22,183.90671585130988,187.6995166922751,180.33812232356584,184.47671670873225,790959
2026-06-23,181.76931989549243,182.74745558807447,180.20638428080255,182.39175517693874,1571570
2026-06-24,180.65424773624918,182.06247216321307,179.21557865476282,180.94063240139482,1962651
2026-06-25,187.652847095006,188.5304340387655,184.6483662914272,187.94758211959905,1813034
2026-06-26,185.06327130321964,186.15622887574463,183.14334803537386,184.62861522334245,998790
2026-06-29,189.53256532842104,189.85260297799456,189.1651949211048,189.83030070485125,1002662
2026-06-30,187.54464575778894,189.33411856170093,184.80960097901084,187.1103044282632,1427631
2026-07-01,190.0982619700549,190.39760193100233,189.18052992414735,190.19564207662793,1584784
2026-07-02,193.51439339242683,193.51691710518594,190.15243481565398,192.78401222719836,1050842
2026-07-03,193.46919206442146,194.69792163944942,192.4404117004298,193.8470023120801,660888
2026-07-06,194.64295280882354,195.40544082517107,194.43053881147088,194.8137369767537,1385103
2026-07-07,194.85104703729493,196.9995271655998,193.44397464738356,195.2425613052767,664989
2026-07-08,192.03216385579452,192.44329458609192,190.48778903361318,192.10341502775287,1932327
2026-07-09,189.19201573010653,190.6832298042906,187.27244508529975,189.91706389301314,633333
2026-07-10,191.12575055219045,191.8784639753573,189.75556825783875,191.45374670800427,1495754
2026-07-13,185.1364688076572,185.58514992675345,184.59662226797158,184.87069366369508,1090390
2026-07-14,187.8447080168876,188.73442716707754,184.58909971468302,187.82459645777084,973620
2026-07-15,184.39047755360914,185.2088425797843,183.24479049071033,183.7728569626742,1993934
2026-07-16,192.62980504398251,193.44009425012229,191.24782813640212,192.86732974629405,1548040
2026-07-17,209.50966991065349,211.3299881314487,207.81191295363666,209.816244690928,1798672
2026-07-20,197.5428232722013,198.14171179961022,197.5340427168668,197.7817358699332,1995098
2026-07-21,204.28225582247126,206.9145605009772,203.5737746675603,204.6219218090119,1919114
2026-07-22,198.933336032592,201.18373342751485,196.0787086441576,198.62912579330074,1992606
2026-07-23,200.67305411443397,205.6190085947312,199.11272020473615,201.0160204254875,1921563
2026-07-24,197.9071176260459,201.3131548231612,195.20114859592263,198.254136750908,1281179
2026-07-27,202.5824858904252,205.48863031236021,201.94504660723248,202.98331972690835,1475160
2026-07-28,206.99010001508108,209.26244075073302,206.77049132912148,207.93585983489186,1984075
2026-07-29,213.99507746381806,213.99507746381806,212.26094012912023,212.909205171814,1900429
2026-07-30,205.42397783164773,208.7317608286334,202.8936566702698,205.26457120050154,910415
2026-07-31,221.2889656938795,223.6497294162571,217.40447685888688,220.87307929663288,1458251
2026-08-03,225.14498123330816,226.70062007523828,220.80014276761634,224.83297628566052,839878
2026-08-04,228.84071632987659,231.01268005645213,228.44744964048752,228.69030223746685,1545743
2026-08-05,222.86528727775496,225.46079950949064,222.86528727775496,223.3801495162868,1979881
2026-08-06,233.80117165165868,235.041652449682,230.0832010080917,234.12062386476526,1001811
2026-08-07,229.09837989098273,229.6827473593288,229.09837989098273,229.48730309809034,1600916
2026-08-10,220.8406338554493,222.81746613062373,218.53919373142938,221.9464875971515,1202567
2026-08-11,233.240394612963,233.240394612963,232.38552034998088,232.48538939734456,1291266
2026-08-12,233.5072698510731,233.5072698510731,233.07484353995923,233.28677911569716,588190
2026-08-13,235.22001153736946,237.94785533986067,234.82747344665432,235.56733698781093,785772
2026-08-14,236.56278691068934,241.60938165305842,233.7625853087175,236.79786930546652,749694
2026-08-17,238.89920962131387,241.12317590877484,236.76752156387982,239.6480834561663,1402063
2026-08-18,239.2644714984676,243.1206866949259,238.94842913749554,239.95833426945114,1576177
2026-08-19,244.766366462076,245.65811518461885,243.72340266979504,244.67243037265757,1699249
2026-08-20,239.6096980728236,240.80692067423098,237.55413609839164,239.5179014825632,1724248
2026-08-21,236.60924237592954,240.4985283409728,236.60924237592954,237.1628064464717,1888758
2026-08-24,235.76317252392687,236.48206960051675,232.48033471214376,235.26941869837245,1810577
2026-08-25,239.0565073425294,240.11165900914688,235.64047959372328,239.40649318591605,1789320
2026-08-26,232.54021437388434,237.03261881116325,229.62496238005306,231.92538748488107,1589553
2026-08-27,239.97221827104065,243.97406235141304,239.01832408869194,239.9266007693195,1325392
2026-08-28,236.5416337643184,239.5948016919335,234.83484558154996,236.08058446633024,612721
2026-08-31,242.59772902040058,247.41539069545559,242.59772902040058,242.76151981250592,656954
2026-09-01,250.6123701645284,251.76799513774048,249.3393018979965,250.99376445086727,847811
2026-09-02,252.31100383739266,252.74513857076974,248.97416963704245,252.4004051364564,1538860
2026-09-03,256.997793231968,257.88296662035356,254.71197674200096,256.9720394650053,1040888
2026-09-04,257.6896552640758,264.2295865387241,255.43170695120847,258.951732926181,1545434
2026-09-07,256.77039617438373,257.57922930186965,253.0833073758085,257.04561928027937,814987
2026-09-08,257.9476867951878,261.1662880433277,256.24256457876163,258.20351771826694,750929
2026-09-09,254.89481870734173,254.89481870734173,249.02469557931218,254.06620429600764,711384
2026-09-10,255.13270278650296,256.471243141182,251.38830663365644,254.08737922752175,1641686
